日期,行业层级,一级行业代码,一级行业,指数代码,指数名称,收盘价,成交额,日收益率,20日年化波动率
2026-08-26,二级行业,801730,电力设备,801736,风电设备,2034.99000000,60.14320000,0.00733103,0.32791128
2026-08-26,二级行业,801080,电子,801083,元件,21615.58000000,811.03480000,0.00893430,0.71965734
2026-08-26,二级行业,801080,电子,801084,光学光电子,1800.25000000,333.16610000,-0.00263710,0.47157604
2026-08-26,二级行业,801080,电子,801082,其他电子Ⅱ,16224.11000000,129.57090000,-0.00451536,0.49699542
2026-08-26,二级行业,801080,电子,801081,半导体,9684.04000000,2112.13240000,0.00796250,0.60226557
2026-08-26,二级行业,801080,电子,801085,消费电子,10055.81000000,570.90140000,0.00940564,0.46693827
2026-08-26,二级行业,801080,电子,801086,电子化学品Ⅱ,11767.27000000,260.33910000,-0.00067769,0.70101323
2026-08-26,二级行业,801960,石油石化,801962,油服工程,2419.37000000,40.90460000,-0.00138274,0.20883327
2026-08-26,二级行业,801960,石油石化,801963,炼化及贸易,3135.89000000,95.10690000,-0.00160144,0.18939388
2026-08-26,二级行业,801210,社会服务,801218,专业服务,5553.97000000,28.59140000,-0.00370965,0.27981402
2026-08-26,二级行业,801210,社会服务,801994,教育,1776.75000000,28.56900000,0.00555197,0.32464272
2026-08-26,二级行业,801210,社会服务,801993,旅游及景区,1951.21000000,40.07690000,0.00735689,0.20726920
2026-08-26,二级行业,801210,社会服务,801219,酒店餐饮,1542.07000000,13.39010000,0.01899796,0.23999599
2026-08-26,二级行业,801130,纺织服饰,801132,服装家纺,1460.77000000,47.76640000,-0.00185175,0.18941913
2026-08-26,二级行业,801130,纺织服饰,801131,纺织制造,1734.01000000,27.61010000,0.00297304,0.17994098
2026-08-26,二级行业,801130,纺织服饰,801133,饰品,1399.37000000,41.29150000,0.00425566,0.29041867
2026-08-26,二级行业,801230,综合,801231,综合Ⅱ,4189.08000000,29.05190000,-0.00474454,0.39141046
2026-08-26,二级行业,801980,美容护理,801981,个护用品,1239.58000000,8.26140000,-0.00207703,0.21781176
2026-08-26,二级行业,801980,美容护理,801982,化妆品,5994.61000000,30.93830000,0.01511683,0.29463353
2026-08-26,二级行业,801750,计算机,801103,IT服务Ⅱ,4593.20000000,256.09870000,-0.00275084,0.40360208
2026-08-26,二级行业,801750,计算机,801101,计算机设备,2847.38000000,210.06790000,0.00249622,0.32785763
2026-08-26,二级行业,801750,计算机,801104,软件开发,5609.49000000,370.35670000,0.00241065,0.32893431
2026-08-26,二级行业,801140,轻工制造,801141,包装印刷,2676.75000000,50.32260000,0.00401343,0.29502148
2026-08-26,二级行业,801140,轻工制造,801142,家居用品,1616.22000000,57.62410000,0.00172924,0.18692402
2026-08-26,二级行业,801140,轻工制造,801145,文娱用品,1663.80000000,10.51480000,-0.00066070,0.25239694
2026-08-26,二级行业,801140,轻工制造,801143,造纸,2143.08000000,43.61960000,0.03741426,0.24097796
2026-08-26,二级行业,801770,通信,801223,通信服务,2123.88000000,76.93460000,-0.00363572,0.20328220
2026-08-26,二级行业,801770,通信,801102,通信设备,9365.21000000,1358.71720000,0.00043264,0.72533685
2026-08-26,二级行业,801040,钢铁,801043,冶钢原料,3247.16000000,24.18180000,0.02745872,0.21063359
2026-08-26,二级行业,801040,钢铁,801044,普钢,2088.32000000,34.52480000,0.00806619,0.14418345
2026-08-26,二级行业,801040,钢铁,801045,特钢Ⅱ,3884.87000000,18.18430000,0.00917772,0.18970622
2026-08-26,二级行业,801780,银行,801785,农商行Ⅱ,794.70000000,21.47900000,0.01253727,0.21011531
2026-08-26,二级行业,801780,银行,801782,国有大型银行Ⅱ,2001.81000000,78.44870000,0.00296610,0.21783895
2026-08-26,二级行业,801780,银行,801784,城商行Ⅱ,1085.36000000,67.59280000,0.00905524,0.16839891
2026-08-26,二级行业,801780,银行,801783,股份制银行Ⅱ,4246.61000000,95.64530000,0.01008032,0.18311593
2026-08-26,二级行业,801790,非银金融,801194,保险Ⅱ,1230.66000000,110.97460000,0.02071860,0.22883279
2026-08-26,二级行业,801790,非银金融,801191,多元金融,1166.83000000,72.86830000,0.01533227,0.17767518
2026-08-26,二级行业,801790,非银金融,801193,证券Ⅱ,6194.23000000,405.70860000,0.02778603,0.15127651
2026-08-26,二级行业,801120,食品饮料,801128,休闲食品,1610.81000000,18.75890000,0.00337613,0.23879775
2026-08-26,二级行业,801120,食品饮料,801125,白酒Ⅱ,36348.55000000,80.56240000,-0.00019144,0.24516587
2026-08-26,二级行业,801120,食品饮料,801129,调味发酵品Ⅱ,6892.52000000,31.26770000,-0.00301445,0.18406579
2026-08-26,二级行业,801120,食品饮料,801126,非白酒,3349.06000000,17.75030000,0.00626161,0.15839752
2026-08-26,二级行业,801120,食品饮料,801124,食品加工,12587.59000000,30.61620000,-0.00593002,0.14247454
2026-08-26,二级行业,801120,食品饮料,801127,饮料乳品,6949.96000000,53.32900000,-0.00020859,0.12429850
