date,rank,stock_code,stock_name,close,return,amount_100m,sw_level1,sw_level2
2026-08-12,8,688256,寒武纪,1105.38,0.01352,114.60557563,电子,半导体
2026-08-12,9,002428,云南锗业,105.98,0.05684,112.04588955,有色金属,小金属
2026-08-12,10,300476,胜宏科技,279.39,0.0177,110.38953803,电子,元件
2026-08-12,11,600667,太极实业,22.71,0.07123,110.07104934,建筑装饰,工程咨询服务Ⅱ
2026-08-12,12,600183,生益科技,143.23,0.05861,107.43291329,电子,元件
2026-08-12,13,603259,药明康德,159.04,-0.0073,106.94051631,医药生物,医疗服务
2026-08-12,14,600487,亨通光电,59.3,0.02916,103.51502294,通信,通信设备
2026-08-13,1,300308,中际旭创,921.04,4e-05,277.4504153,通信,通信设备
2026-08-13,2,688825,长鑫科技,52.88,-0.01196,253.86081354,电子,半导体
2026-08-13,3,603986,兆易创新,404.5,-0.02098,229.01029235,电子,半导体
2026-08-13,4,300502,新易盛,429.9,0.00397,194.4749838,通信,通信设备
2026-08-13,5,002384,东山精密,202.11,0.00959,172.77657206,电子,元件
2026-08-13,6,300394,天孚通信,257.16,0.07128,168.58879504,通信,通信设备
2026-08-13,7,000938,紫光股份,39.6,0.07027,164.60897925,计算机,IT服务Ⅱ
2026-08-13,8,688256,寒武纪,1105.5,0.00011,148.34774792,电子,半导体
2026-08-13,9,300476,胜宏科技,271.3,-0.02896,145.53510911,电子,元件
2026-08-13,10,000636,风华高科,62.02,-0.06751,133.38015459,电子,元件
2026-08-13,11,600487,亨通光电,57.25,-0.03457,128.46078955,通信,通信设备
2026-08-13,12,600183,生益科技,141.74,-0.0104,121.0009406,电子,元件
2026-08-13,13,603259,药明康德,162.33,0.02069,120.28294271,医药生物,医疗服务
2026-08-13,14,600667,太极实业,23.78,0.04712,120.16583505,建筑装饰,工程咨询服务Ⅱ
2026-08-13,15,600584,长电科技,77.82,-0.0046,119.80625234,电子,半导体
2026-08-13,16,000977,浪潮信息,79.46,0.05918,119.47134569,计算机,计算机设备
2026-08-13,17,300058,蓝色光标,15.25,-0.04028,117.45414275,传媒,广告营销
2026-08-13,18,601899,紫金矿业,32.21,-0.0408,108.56874191,有色金属,工业金属
2026-08-13,19,300285,国瓷材料,70.66,-0.04514,108.0205729,电子,电子化学品Ⅱ
2026-08-13,20,002428,云南锗业,100.21,-0.05444,104.85962471,有色金属,小金属
2026-08-13,21,688008,澜起科技,210.22,-0.02418,104.6957996,电子,半导体
2026-08-13,22,600176,中国巨石,41.9,-0.03256,104.19079143,建筑材料,玻璃玻纤
2026-08-13,23,300408,三环集团,128.4,0.00336,100.66938477,电子,元件
2026-08-14,1,688825,长鑫科技,55.18,0.04349,198.6192021,电子,半导体
2026-08-14,2,603986,兆易创新,417.48,0.03209,196.98931498,电子,半导体
2026-08-14,3,600487,亨通光电,62.98,0.10009,191.96727611,通信,通信设备
2026-08-14,4,300308,中际旭创,943.0,0.02384,186.90993448,通信,通信设备
2026-08-14,5,300502,新易盛,448.08,0.04229,171.5153456,通信,通信设备
2026-08-14,6,300394,天孚通信,267.71,0.04103,137.34994212,通信,通信设备
2026-08-14,7,600522,中天科技,35.55,0.08055,132.80188653,通信,通信设备
2026-08-14,8,000938,紫光股份,39.95,0.00884,130.42122141,计算机,IT服务Ⅱ
2026-08-14,9,600176,中国巨石,44.39,0.05943,121.73014901,建筑材料,玻璃玻纤
2026-08-14,10,002384,东山精密,205.19,0.01524,114.1956809,电子,元件
2026-08-14,11,688256,寒武纪,1093.0,-0.01131,110.77385737,电子,半导体
2026-08-14,12,688981,中芯国际,132.87,0.0265,102.85931185,电子,半导体
2026-08-17,1,300308,中际旭创,1001.03,0.06154,352.74048365,通信,通信设备
2026-08-17,2,688825,长鑫科技,61.8,0.11997,335.18442992,电子,半导体
2026-08-17,3,300502,新易盛,466.68,0.04151,265.67747642,通信,通信设备
2026-08-17,4,603986,兆易创新,444.0,0.06352000000000001,257.09784052,电子,半导体
2026-08-17,5,600487,亨通光电,65.06,0.03303,192.4271401,通信,通信设备
2026-08-17,6,300394,天孚通信,286.56,0.07041,178.99142474,通信,通信设备
2026-08-17,7,688256,寒武纪,1156.0,0.057640000000000004,158.38555864,电子,半导体
2026-08-17,8,600584,长电科技,85.85,0.09071,158.27066973,电子,半导体
2026-08-17,9,002384,东山精密,217.66,0.06077,156.18339967,电子,元件
2026-08-17,10,000725,京东方Ａ,6.08,0.046470000000000004,130.48564708,电子,光学光电子
2026-08-17,11,600522,中天科技,35.9,0.00985,126.95870163,通信,通信设备
2026-08-17,12,600176,中国巨石,46.32,0.04348,126.63106203,建筑材料,玻璃玻纤
2026-08-17,13,002428,云南锗业,109.65,0.07934000000000001,117.6052204,有色金属,小金属
2026-08-17,14,603259,药明康德,166.89,0.04804,113.65474114,医药生物,医疗服务
2026-08-17,15,688008,澜起科技,224.37,0.0588,112.98363669,电子,半导体
2026-08-17,16,300476,胜宏科技,276.0,0.02477,112.71449609,电子,元件
2026-08-17,17,000938,紫光股份,41.03,0.02703,109.73974624,计算机,IT服务Ⅱ
2026-08-17,18,600183,生益科技,144.49,0.00894,109.71906097,电子,元件
2026-08-17,19,601138,工业富联,68.23,0.03082,109.32733891,电子,消费电子
2026-08-17,20,603629,利通电子,142.84,0.03884,106.07242653,电子,消费电子
2026-08-17,21,600519,贵州茅台,1293.09,-0.03644,101.14852172,食品饮料,白酒Ⅱ
2026-08-18,1,603986,兆易创新,436.74,-0.01635,267.9487215,电子,半导体
2026-08-18,2,688825,长鑫科技,59.19,-0.04223,254.60048436,电子,半导体
2026-08-18,3,300308,中际旭创,988.1,-0.012920000000000001,218.30696238,通信,通信设备
2026-08-18,4,000725,京东方Ａ,6.47,0.06414,204.84397392,电子,光学光电子
2026-08-18,5,300502,新易盛,452.21,-0.03101,176.84710915,通信,通信设备
2026-08-18,6,600487,亨通光电,65.41,0.00538,170.95703551,通信,通信设备
2026-08-18,7,300394,天孚通信,291.44,0.01703,157.15979196,通信,通信设备
2026-08-18,8,002156,通富微电,70.66,0.02021,130.38866912,电子,半导体
2026-08-18,9,600584,长电科技,85.42,-0.00501,129.23176753,电子,半导体
2026-08-18,10,688256,寒武纪,1162.5,0.005620000000000001,125.69910354,电子,半导体
2026-08-18,11,002384,东山精密,213.82,-0.01764,117.31662516,电子,元件
2026-08-18,12,600176,中国巨石,44.91,-0.030440000000000002,108.86659781,建筑材料,玻璃玻纤
2026-08-18,13,000938,紫光股份,39.25,-0.04338,108.3952584,计算机,IT服务Ⅱ
2026-08-18,14,002428,云南锗业,108.3,-0.012310000000000001,104.90663369,有色金属,小金属
2026-08-18,15,600183,生益科技,139.41,-0.03516,103.41890687,电子,元件
2026-08-18,16,600522,中天科技,35.29,-0.01699,100.77793407,通信,通信设备
2026-08-19,1,300308,中际旭创,895.6,-0.09361000000000001,328.8241198,通信,通信设备
2026-08-19,2,603986,兆易创新,403.71,-0.07563,269.1898304,电子,半导体
2026-08-19,3,688825,长鑫科技,57.55,-0.02771,262.68310255,电子,半导体
2026-08-19,4,300502,新易盛,411.5,-0.09002,228.98868703,通信,通信设备
2026-08-19,5,300394,天孚通信,277.4,-0.048170000000000004,175.60184987,通信,通信设备
2026-08-19,6,688256,寒武纪,1050.49,-0.09634999999999999,170.03021919,电子,半导体
2026-08-19,7,000725,京东方Ａ,6.01,-0.0711,163.14023172,电子,光学光电子
2026-08-19,8,002384,东山精密,197.1,-0.0782,147.50599926,电子,元件
2026-08-19,9,600487,亨通光电,58.91,-0.09937,140.2320958,通信,通信设备
2026-08-19,10,600584,长电科技,77.74,-0.08990999999999999,126.92138756,电子,半导体
2026-08-19,11,600176,中国巨石,40.56,-0.09686,114.35019089,建筑材料,玻璃玻纤
2026-08-19,12,002428,云南锗业,104.7,-0.03324,109.97893427,有色金属,小金属
2026-08-19,13,600206,有研新材,58.87,0.01992,106.45160626,电子,半导体
2026-08-19,14,688008,澜起科技,200.0,-0.08256999999999999,104.01047973,电子,半导体
2026-08-19,15,600183,生益科技,125.47,-0.09999000000000001,101.33149458,电子,元件
2026-08-20,1,300308,中际旭创,904.2,0.0096,203.38306136,通信,通信设备
2026-08-20,2,688825,长鑫科技,57.57,0.00035000000000000005,169.65735081,电子,半导体
2026-08-20,3,688256,寒武纪,1010.88,-0.03771,151.91095235,电子,半导体
2026-08-20,4,603986,兆易创新,403.5,-0.00052,146.29180703,电子,半导体
2026-08-20,5,603259,药明康德,167.9,0.023780000000000003,145.89305368,医药生物,医疗服务
2026-08-20,6,300394,天孚通信,276.25,-0.00415,141.95536272,通信,通信设备
2026-08-20,7,601899,紫金矿业,34.25,0.04548,141.78910927,有色金属,工业金属
2026-08-20,8,600276,恒瑞医药,49.5,-0.06001,119.2991845,医药生物,化学制药
2026-08-20,9,600487,亨通光电,62.02,0.05279,118.43644349,通信,通信设备
2026-08-20,10,300502,新易盛,414.02,0.00612,117.42942472,通信,通信设备
2026-08-20,11,002384,东山精密,197.67,0.0028899999999999998,103.35940236,电子,元件
2026-08-20,12,000636,风华高科,53.09,-0.05382,101.68881694,电子,元件
2026-08-21,1,300308,中际旭创,943.0,0.042910000000000004,266.86400633,通信,通信设备
2026-08-21,2,300502,新易盛,442.0,0.06758,207.92810916,通信,通信设备
2026-08-21,3,688825,长鑫科技,58.0,0.00747,161.07953634,电子,半导体
2026-08-21,4,300394,天孚通信,273.08,-0.011479999999999999,140.55654906,通信,通信设备
2026-08-21,5,603986,兆易创新,409.06,0.013779999999999999,138.68009484,电子,半导体
2026-08-21,6,688256,寒武纪,1035.0,0.023860000000000003,124.46848997,电子,半导体
2026-08-21,7,002384,东山精密,201.08,0.01725,104.01811549,电子,元件
2026-08-21,8,601899,XD紫金矿,34.74,0.0269,103.38560003,有色金属,工业金属
2026-08-21,9,600487,亨通光电,62.18,0.0025800000000000003,102.63631641,通信,通信设备
2026-08-24,1,300308,中际旭创,870.22,-0.0771792153,344.916704,通信,通信设备
2026-08-24,2,300502,新易盛,412.0,-0.0678733032,205.746035,通信,通信设备
2026-08-24,3,603986,兆易创新,381.66,-0.0669828387,173.622665,电子,半导体
2026-08-24,4,688256,寒武纪,969.05,-0.0637198068,168.865543,电子,半导体
2026-08-24,5,688825,长鑫科技,56.6,-0.024137931,166.980396,电子,半导体
2026-08-24,6,300394,天孚通信,249.5,-0.0863483228,163.452207,通信,通信设备
2026-08-24,7,002384,东山精密,193.6,-0.0371991247,152.194905,电子,元件
