date,direction,stock_code,stock_name,close,return,amount_100m,turnover,industry,source
2026-09-01,limit_up,002041,登海种业,11.8800000000,0.1000000000,7.9912033600,0.0791970682,种植业,东方财富涨跌停池直接接口
2026-09-01,limit_up,000564,供销大集,1.6600000000,0.0993377495,7.7342926400,0.0315866303,一般零售,东方财富涨跌停池直接接口
2026-09-01,limit_up,000596,古井贡酒,100.8800000000,0.0999890900,7.6087275200,0.0189196527,白酒Ⅱ,东方财富涨跌停池直接接口
2026-09-01,limit_up,000711,京蓝科技,6.4800000000,0.1001697731,7.4838963200,0.0501507282,环境治理,东方财富涨跌停池直接接口
2026-09-01,limit_up,600785,新华百货,12.6600000000,0.0999131203,7.1666289600,0.1838292694,一般零售,东方财富涨跌停池直接接口
2026-09-01,limit_up,002349,精华制药,8.3600000000,0.1000000000,7.1540800000,0.1105656815,中药Ⅱ,东方财富涨跌停池直接接口
2026-09-01,limit_up,600313,农发种业,7.9000000000,0.1002785492,7.0558350400,0.0848873138,种植业,东方财富涨跌停池直接接口
2026-09-01,limit_up,002721,金一文化,3.1800000000,0.1003460217,6.9521208000,0.0841873360,饰品,东方财富涨跌停池直接接口
2026-09-01,limit_up,000536,华映科技,3.9600000000,0.1000000000,6.8653488000,0.0652502203,光学光电,东方财富涨跌停池直接接口
2026-09-01,limit_up,002172,澳洋健康,4.7400000000,0.0997679806,6.5385654400,0.1832342339,医疗服务,东方财富涨跌停池直接接口
2026-09-01,limit_up,002291,遥望科技,6.0100000000,0.1007326031,6.5067219200,0.1295837021,广告营销,东方财富涨跌停池直接接口
2026-09-01,limit_up,600371,万向德农,13.9600000000,0.1000788021,6.2809832000,0.1559176064,种植业,东方财富涨跌停池直接接口
2026-09-01,limit_up,002084,海鸥住工,7.0200000000,0.1003134727,6.2485699200,0.1380797577,家居用品,东方财富涨跌停池直接接口
2026-09-01,limit_up,603123,翠微股份,10.4400000000,0.1001053715,5.4673481600,0.0819015408,多元金融,东方财富涨跌停池直接接口
2026-09-01,limit_up,000713,国投丰乐,7.1400000000,0.1001540756,5.0761417600,0.1189499855,种植业,东方财富涨跌停池直接接口
2026-09-01,limit_up,002589,瑞康医药,3.5000000000,0.1006289291,4.9149153600,0.1066891670,医药商业,东方财富涨跌停池直接接口
2026-09-01,limit_up,002104,恒宝股份,12.2800000000,0.1003584290,4.8514459200,0.0662025690,通信设备,东方财富涨跌停池直接接口
2026-09-01,limit_up,603980,吉华集团,7.9200000000,0.1000000000,4.6459590400,0.0870914268,化学制品,东方财富涨跌停池直接接口
2026-09-01,limit_up,002882,金龙羽,23.7700000000,0.0999537277,4.5823657600,0.0791787624,电网设备,东方财富涨跌停池直接接口
2026-09-01,limit_up,600693,东百集团,10.2400000000,0.0998925877,4.5246955200,0.0515854692,一般零售,东方财富涨跌停池直接接口
2026-09-01,limit_up,605188,国光连锁,14.9800000000,0.0998531532,4.3770846400,0.0588007689,一般零售,东方财富涨跌停池直接接口
2026-09-01,limit_up,002855,捷荣技术,17.7100000000,0.1000000000,4.3455020800,0.1001099682,消费电子,东方财富涨跌停池直接接口
2026-09-01,limit_up,000721,西安饮食,7.5900000000,0.1000000000,4.1280536000,0.1079254246,酒店餐饮,东方财富涨跌停池直接接口
2026-09-01,limit_up,600540,新赛股份,6.1200000000,0.1007194233,4.0252288000,0.1132294178,种植业,东方财富涨跌停池直接接口
2026-09-01,limit_up,002470,金正大,2.3200000000,0.0995260715,3.9271491200,0.0530909681,农化制品,东方财富涨跌停池直接接口
2026-09-01,limit_up,002181,粤 传 媒,9.5800000000,0.0998851871,3.8702475200,0.0362945414,出版,东方财富涨跌停池直接接口
2026-09-01,limit_up,002909,集泰股份,6.6200000000,0.0996677685,3.6375211200,0.1562619305,化学制品,东方财富涨跌停池直接接口
2026-09-01,limit_up,002425,凯撒文化,3.6000000000,0.1009174252,3.6210076800,0.1112960052,游戏Ⅱ,东方财富涨跌停池直接接口
2026-09-01,limit_up,920592,华信永道,28.5000000000,0.2995895958,3.3451945600,0.2540846252,软件开发,东方财富涨跌停池直接接口
2026-09-01,limit_up,000505,京粮控股,7.7400000000,0.0994318199,3.2855955200,0.0652186871,农产品加,东方财富涨跌停池直接接口
2026-09-01,limit_up,002107,沃华医药,7.3700000000,0.1000000000,3.1220433600,0.0776353979,中药Ⅱ,东方财富涨跌停池直接接口
2026-09-01,limit_up,601086,国芳集团,10.0900000000,0.1003271580,3.0398164800,0.0453875637,一般零售,东方财富涨跌停池直接接口
2026-09-01,limit_up,002955,鸿合科技,39.1200000000,0.1001124859,3.0257387200,0.0387561750,光学光电,东方财富涨跌停池直接接口
2026-09-01,limit_up,605577,龙版传媒,11.6800000000,0.0998116684,2.9878884800,0.0579400682,出版,东方财富涨跌停池直接接口
2026-09-01,limit_up,603221,爱丽家居,30.5500000000,0.1001080322,2.7292054400,0.0372256327,家居用品,东方财富涨跌停池直接接口
2026-09-01,limit_up,920895,花溪科技,26.3200000000,0.2997530937,2.4677128100,0.3802749252,专用设备,东方财富涨跌停池直接接口
2026-09-01,limit_up,600792,云煤能源,4.4200000000,0.0995024872,2.4134488400,0.0507549381,焦炭Ⅱ,东方财富涨跌停池直接接口
2026-09-01,limit_up,600318,新力金融,7.4900000000,0.0998531532,2.3373808200,0.0628370714,多元金融,东方财富涨跌停池直接接口
2026-09-01,limit_up,002295,精艺股份,10.6200000000,0.1005181408,2.3253174900,0.0882421017,工业金属,东方财富涨跌停池直接接口
2026-09-01,limit_up,600130,波导股份,4.9300000000,0.1004464245,1.9813706300,0.0562700891,消费电子,东方财富涨跌停池直接接口
2026-09-01,limit_up,603293,埃泰克,39.4500000000,0.1001115417,1.9772117600,0.1463398457,汽车零部,东方财富涨跌停池直接接口
2026-09-01,limit_up,000019,深粮控股,7.9200000000,0.1000000000,1.9381780900,0.0601401758,农产品加,东方财富涨跌停池直接接口
2026-09-01,limit_up,605068,明新旭腾,20.3800000000,0.0998381042,1.8324574700,0.0570003605,汽车零部,东方财富涨跌停池直接接口
2026-09-01,limit_up,002395,双象股份,13.6800000000,0.0996784592,1.7436436500,0.0492901897,塑料,东方财富涨跌停池直接接口
2026-09-01,limit_up,603207,小方制药,25.4000000000,0.1000433159,1.4820791000,0.1091672993,化学制药,东方财富涨跌停池直接接口
2026-09-01,limit_up,601566,九牧王,9.4200000000,0.1004672909,1.4292142000,0.0272891569,服装家纺,东方财富涨跌停池直接接口
2026-09-01,limit_up,603376,大明电子,28.4800000000,0.1000386238,1.3968553800,0.1562302208,汽车零部,东方财富涨跌停池直接接口
2026-09-01,limit_up,002769,普路通,7.8500000000,0.0994397736,1.3568259800,0.0478610134,物流,东方财富涨跌停池直接接口
2026-09-01,limit_up,600830,香溢融通,9.2300000000,0.1001191902,1.3389906700,0.0326373243,多元金融,东方财富涨跌停池直接接口
2026-09-01,limit_up,002696,百洋股份,7.2800000000,0.0996978855,1.2934963700,0.0545296049,饲料,东方财富涨跌停池直接接口
2026-09-01,limit_up,605365,立达信,15.6600000000,0.0997190952,1.2500385600,0.0162073708,照明设备,东方财富涨跌停池直接接口
2026-09-01,limit_up,920855,浙江大农,16.8200000000,0.2998454285,1.0541457800,0.0965402222,专用设备,东方财富涨跌停池直接接口
